,id,building_id,last_updated,first_updated,device,network_device,objectId,name,description,units,tagged_units,raw_unit_id,value,type,point_type_id,measurement_id,datasource_hash,topic,state_text,equip_id
225,217102,316,1553220000000.0,1490198400000.0,,,,,B-7 BOH Lights 2,kWh,,16,0.00,Electric Consumption,178,14,f85ad0a26a1ae3b99c96aa18d644ea1e,nyserda+0000108232+meter-bohLights2+B-7 BOH Lights 2,,20916
226,217103,316,1553220000000.0,1490198400000.0,,,,,A-5 Dryer,kWh,,16,0.0,Electric Consumption,178,14,d76d4f35d49435fd182b79395033033a,nyserda+0000108232+meter-dryer+A-5 Dryer,,20917
227,217104,316,1553220000000.0,1490198400000.0,,,,,A-6 Dryer,kWh,,16,0.0,Electric Consumption,178,14,c3393c3d0ea03d50cdadab8e53bb61c2,nyserda+0000108232+meter-dryer+A-6 Dryer,,20917
228,217105,316,1553220000000.0,1490198400000.0,,,,,A-3 EF-1,kWh,,16,0.0,Electric Consumption,178,14,4c547fb5cd08856b3d170279feb072fc,nyserda+0000108232+meter-ef1+A-3 EF-1,,20918
229,217106,316,1553220000000.0,1490198400000.0,,,,,B-8 FOH Exit / Emergency Night Lighting,kWh,,16,1.25,Electric Consumption,178,14,d91b582ccc4e490834b8f2b02cfc2d2e,nyserda+0000108232+meter-emergencyLights+B-8 FOH Exit / Emergency Night Lighting,,20919
230,217107,316,1553220000000.0,1490198400000.0,,,,,A-7 FOH Lights 1,kWh,,16,0.04,Electric Consumption,178,14,8e451862516d367cb0644b2f02f583b6,nyserda+0000108232+meter-fohLights1+A-7 FOH Lights 1,,20920
231,217108,316,1553220000000.0,1490198400000.0,,,,,A-8 FOH Lights 2,kWh,,16,0.04,Electric Consumption,178,14,c719fd91a76421debe97e25a580a6639,nyserda+0000108232+meter-fohLights2+A-8 FOH Lights 2,,20921
232,217109,316,1553220000000.0,1490198400000.0,,,,,A-9 FOH Lights 3,kWh,,16,0.04,Electric Consumption,178,14,a3211fe430f13d5080817fb95e32318a,nyserda+0000108232+meter-fohLights3+A-9 FOH Lights 3,,20922
233,217110,316,1553220000000.0,1490198400000.0,,,,,A-10 FOH Lights 4,kWh,,16,0.04,Electric Consumption,178,14,42050bb9c9ba991caefd10356c98d559,nyserda+0000108232+meter-fohLights4+A-10 FOH Lights 4,,20923
234,217111,316,1553220000000.0,1490198400000.0,,,,,B-1 FOH Lights 5,kWh,,16,0.04,Electric Consumption,178,14,9c907cdf133a33abd4cbc8b8be973d08,nyserda+0000108232+meter-fohLights5+B-1 FOH Lights 5,,20924
235,217112,316,1553220000000.0,1490198400000.0,,,,,B-2 FOH Lights 6,kWh,,16,0.01,Electric Consumption,178,14,058de44aeca89e54bf2655f7dc12c13e,nyserda+0000108232+meter-fohLights6+B-2 FOH Lights 6,,20925
236,217113,316,1553220000000.0,1490198400000.0,,,,,B-3 FOH Lights 7,kWh,,16,0.02,Electric Consumption,178,14,c7feee5dd04e2ab0365c76877aa7ab47,nyserda+0000108232+meter-fohLights7+B-3 FOH Lights 7,,20926
237,217114,316,1553220000000.0,1490198400000.0,,,,,B-4 FOH Lights 8,kWh,,16,0.02,Electric Consumption,178,14,236f8e9cc0afcabf43d8a991f6ceeb81,nyserda+0000108232+meter-fohLights8+B-4 FOH Lights 8,,20927
238,217115,316,1553220000000.0,1490198400000.0,,,,,B-5 FOH Lights 9,kWh,,16,0.02,Electric Consumption,178,14,4099b6ee6764d82269a5a5318a78fca8,nyserda+0000108232+meter-fohLights9+B-5 FOH Lights 9,,20928
239,217116,316,1553220000000.0,1490198400000.0,,,,,B-9 Front Doors,kWh,,16,0.01,Electric Consumption,178,14,8e0bf3e01070fc34ccd5b6a1f38f468e,nyserda+0000108232+meter-frontDoors+B-9 Front Doors,,20929
240,217117,316,1553220000000.0,1490209200000.0,,,,,Grooming Table 1,kWh,,16,0.0,Electric Consumption,178,14,6d3c9340d9eb30dd7fb6af92f059c1d2,nyserda+0000108232+meter-groomingTable1+Grooming Table 1,,20930
241,217118,316,1553220000000.0,1490209200000.0,,,,,Grooming Table 2,kWh,,16,0.0,Electric Consumption,178,14,46443d66c7b1dbbf26cba59ffa097aec,nyserda+0000108232+meter-groomingTable2+Grooming Table 2,,20931
242,217119,316,1553220000000.0,1490209200000.0,,,,,Grooming Table 3,kWh,,16,0.0,Electric Consumption,178,14,7b4f1e360019ac3004ff23c66ecf55e6,nyserda+0000108232+meter-groomingTable3+Grooming Table 3,,20932
243,217120,316,1553220000000.0,1490209200000.0,,,,,Grooming Table 4,kWh,,16,0.0,Electric Consumption,178,14,ca00896e09b69a13cde8b43670b1907f,nyserda+0000108232+meter-groomingTable4+Grooming Table 4,,20933
244,217121,316,1553220000000.0,1490209200000.0,,,,,Dryer / Pet Wash,kWh,,16,0.0,Electric Consumption,178,14,b681e5c8f34490de4f5ce31846d433c9,nyserda+0000108232+meter-petWash+Dryer / Pet Wash,,20934
245,217122,316,1553220000000.0,1490209200000.0,,,,,Pumping Station,kWh,,16,0.05,Electric Consumption,178,14,3076a5fb0a2f2776ee4b8f4aad62c33e,nyserda+0000108232+meter-pumpingStation+Pumping Station,,20935
246,217123,316,1553220000000.0,1490209200000.0,,,,,Pumping Station.1,kWh,,16,0.0,Electric Consumption,178,14,70c640b79b3e4409421bbfbd69ebe551,nyserda+0000108232+meter-pumpingStation+Pumping Station.1,,20935
247,217124,316,1553220000000.0,1490198400000.0,,,,,B-10 Small Animal / Bird Recepticles,kWh,,16,0.0,Electric Consumption,178,14,e783ad376ce0a928e1bcdf49373db0d5,nyserda+0000108232+meter-recepticles+B-10 Small Animal / Bird Recepticles,,20936
248,217125,316,1553220000000.0,1490198400000.0,,,,,Main Power,kWh,,16,2.9,Electric Consumption,178,14,241305c162a0c734b07c952ef838e7cc,nyserda+0000108232+meter-site+Main Power,,20937
249,217126,316,1553220000000.0,1490198400000.0,,,,,Main Power.1,kWh,,16,2.88,Electric Consumption,178,14,5a75c9e113b25976a3ceb6d0dec11fcf,nyserda+0000108232+meter-site+Main Power.1,,20937
250,217127,316,1553220000000.0,1490198400000.0,,,,,Main Power.2,kWh,,16,2.58,Electric Consumption,178,14,3d2a5a412df96adc25ae7bb967f7ea47,nyserda+0000108232+meter-site+Main Power.2,,20937
251,217128,316,1553220000000.0,1490209200000.0,,,,,Sign,kWh,,16,0.34,Electric Consumption,178,14,8c823d4e39074a840592e0285faa0165,nyserda+0000108232+meter-site+Sign,,20937
252,217129,316,1553220000000.0,1490198400000.0,,,,,A-1 Wall Pack,kWh,,16,0.08,Electric Consumption,178,14,7dea7b9d631833789c0df0934426f6e9,nyserda+0000108232+meter-wallPack+A-1 Wall Pack,,20938
253,217130,316,1553220000000.0,1490198400000.0,,,,,A-4 Washer,kWh,,16,0.0,Electric Consumption,178,14,ee8127333e1e0fb2b675c5558cda5cd8,nyserda+0000108232+meter-washer+A-4 Washer,,20939
254,219335,322,1563328800000.0,1531756800000.0,,,,,Main Power,kWh,,16,4.53,Electric Consumption,178,14,4275c8dcada74722b0bd4cea88dae4f7,nyserda+0000094411+meter-site+Main Power,,21100
255,220537,327,1566439200000.0,1534950000000.0,,,,,Main Power,kWh,,16,0.49,Electric Consumption,178,14,69ca3b1b319913f04a61190e757e6031,nyserda+0000094396+meter-site+Main Power,,21171
256,220681,332,1580835600000.0,1566706500000.0,,,,,433203206800010 (kWh),kWh,,16,27.24,Electric Consumption,178,14,a6c3378912a04dda417c94ac82c0282e,nyserda+0000090275+meter-433203206800010+433203206800010 (kWh),,21196
257,220682,332,1582568100000.0,1566706500000.0,,,,,8939324 (kWh),kWh,,16,25.56,Electric Consumption,178,14,aabe68de5021d7dffbb4a1dcc5fb6775,nyserda+0000090275+meter-8939324+8939324 (kWh),,21197
258,221848,350,1563242400000.0,1531749600000.0,,,,,Main Power,kWh,,16,1.82,Electric Consumption,178,14,ab38da7105254cdb9fb3755e406f5500,nyserda+0000094424+meter-site+Main Power,,21582
259,221922,353,1562205600000.0,1530630000000.0,,,,,Main Power,kWh,,16,1.70,Electric Consumption,178,14,c1ec0043192f058e0044d49fe2b7b298,nyserda+0000094413+meter-site+Main Power,,21598
260,227146,371,1568952900000.0,1552967101000.0,,,,,150 East 34th Street BTU Meter 1 - Vacuum Pump Total Energy,kWh,,16,54808848,Electric Consumption,178,14,36c1da2e6863675b52661dc4e93b7ccd,nyserda+0000095480+meter1+150 East 34th Street BTU Meter 1 - Vacuum Pump Total Energy,,22268
261,227152,372,1563328800000.0,1531760400000.0,,,,,Main Power,kWh,,16,0.77,Electric Consumption,178,14,f77b24e4b544985326db14a6de7b2af1,nyserda+0000094405+meter-site+Main Power,,22272
262,227888,380,1570021200000.0,1512158400000.0,,,,,Bump Out HVAC,kWh,,16,3.0,Electric Consumption,178,14,901c3ff16bbd56c438629467a309a97e,nyserda+0000080411+Site-Sensor+Bump Out HVAC,,22372
263,227890,380,1570021200000.0,1512158400000.0,,,,,Main Power,kWh,,16,22330.0,Electric Consumption,178,14,49f5dbd979a7f583a46941800cf2f6ff,nyserda+0000080411+Site-Sensor+Main Power,,22372
264,227908,380,1570021200000.0,1512158400000.0,,,,,Mug Refer,kWh,,16,0.0,Electric Consumption,178,14,f1079c0f8e3f1cdf209667e4bbbc875e,nyserda+0000080411+meter1-mugFrosters+Mug Refer,,22374
265,227909,380,1570021200000.0,1512158400000.0,,,,,Two Mug Frosters,kWh,,16,0.0,Electric Consumption,178,14,bc0cfc1de89d2c73fb675da96fac5f64,nyserda+0000080411+meter1-mugFrosters+Two Mug Frosters,,22374
266,227910,380,1570021200000.0,1512158400000.0,,,,,Refrigerated Drawers Meat,kWh,,16,0.0,Electric Consumption,178,14,988b55b3cc6ce60d1f97eed4eb113474,nyserda+0000080411+meter2-refrigeratedDrawers+Refrigerated Drawers Meat,,22375
267,227911,380,1570021200000.0,1512158400000.0,,,,,Refrigerated Drawers Ribs,kWh,,16,0.0,Electric Consumption,178,14,2e784ef895472cb6945e89718de40670,nyserda+0000080411+meter2-refrigeratedDrawers+Refrigerated Drawers Ribs,,22375
268,227912,380,1570021200000.0,1512158400000.0,,,,,Meat Room,kWh,,16,390.0,Electric Consumption,178,14,d5f27b7b8430ff7897fb89b55044ab45,nyserda+0000080411+meter3-walkInCooler-meat+Meat Room,,22376
269,227913,380,1570021200000.0,1512158400000.0,,,,,Production WI,kWh,,16,637.0,Electric Consumption,178,14,c20c137c4221be35bcf53520f4d1a404,nyserda+0000080411+meter4-walkInCooler-produce+Production WI,,22377
270,227914,380,1570021200000.0,1512158400000.0,,,,,WI Freezer,kWh,,16,829.0,Electric Consumption,178,14,a66f6f48ab9190c90afdbca527863136,nyserda+0000080411+meter5-walkInFreezer+WI Freezer,,22378
271,227937,381,1577511900000.0,1559361600000.0,,,,,8661751_EXPORT,kWh,,16,0.0,Electric Consumption,178,14,73feb805110e201dbeffd8661347bb76,nyserda+0000117228+Site-Sensor+8661751_EXPORT,,22384
272,227938,381,1577511900000.0,1559361600000.0,,,,,8661752_EXPORT,kWh,,16,0.0,Electric Consumption,178,14,dc7d7e92dd33c1c78680d72ca337dca5,nyserda+0000117228+Site-Sensor+8661752_EXPORT,,22384
273,227940,381,1576299600000.0,1559361600000.0,,,,,Electricity Out,kWh,,16,7617.52,Electric Consumption,178,14,4371da3708af67f634fcde2949e0fa2e,nyserda+0000117228+Site-Sensor+Electricity Out,,22384
274,228645,386,1575428400000.0,1543870800000.0,,,,,Main,kWh,,16,0.13,Electric Consumption,178,14,bf01b7b8b346eb032a45a50ea4cf464c,nyserda+0000094421+meter-site+Main,,22504
275,229786,390,1583038740000.0,1556683200000.0,,,,,Whole Building (AcquiLite)_kWh,kWh,,16,0.8,Electric Consumption,178,14,bae2a18317327701c3030d2895a90f68,nyserda+0000114399+meter-site+Whole Building (AcquiLite)_kWh,,22577
276,230058,393,1589532300000.0,1564632000000.0,,,,Main Meter_v0,Main Meter_v0,kWh,kwh,16,178.20,Electric Consumption,178,14,e2e4e942f74d7283c249943b6b98eaac,nyserda+0000145147+meter-site+Main Meter_v0,,31569
277,230059,393,1596253500000.0,1564632000000.0,,,,Main Meter_v1,Main Meter_v1,kWh,kwh,16,211.92,Electric Consumption,178,14,52e298e031b7a6694f48faaba6e8ab87,nyserda+0000145147+meter-site+Main Meter_v1,,31569
278,230433,394,1546317900000.0,1514782800000.0,,,,,Utility Plant Elec Meter Plant Consumption,kWh,,16,515097.04,Electric Consumption,178,14,933f2f93916846ee27e041c069206d6a,nyserda+0000080880+meter-electric+Utility Plant Elec Meter Plant Consumption,,22684
279,230435,394,1546317900000.0,1514782800000.0,,,,,Utility Large Steam Meter PMRate,kWh,,16,172.08,Electric Consumption,178,14,d4fb13996a65d46229a60eb03d723529,nyserda+0000080880+meter-steam+Utility Large Steam Meter PMRate,,22685
280,230436,394,1546317900000.0,1514782800000.0,,,,,Utility Large Steam Meter PMRatePk_L,kWh,,16,null,Electric Consumption,178,14,25f3f1f3a5aeb2360cd568d3f8ca111d,nyserda+0000080880+meter-steam+Utility Large Steam Meter PMRatePk_L,,22685
281,230437,394,1546317900000.0,1514782800000.0,,,,,Utility Large Steam Meter PMRatePk_M,kWh,,16,null,Electric Consumption,178,14,c2afa7582882d0c734b3c95cd4a91ecd,nyserda+0000080880+meter-steam+Utility Large Steam Meter PMRatePk_M,,22685
282,230438,394,1546317900000.0,1514782800000.0,,,,,Utility Large Steam Meter PMRatePk_T,kWh,,16,null,Electric Consumption,178,14,8495bf41f11033ff2b2c529660d2bd52,nyserda+0000080880+meter-steam+Utility Large Steam Meter PMRatePk_T,,22685
283,230439,394,1546317900000.0,1514782800000.0,,,,,Utility Large Steam Meter PMRatePk_Y,kWh,,16,null,Electric Consumption,178,14,b52602f6e762318889e1e8e9f70ab15a,nyserda+0000080880+meter-steam+Utility Large Steam Meter PMRatePk_Y,,22685
284,230440,394,1546317900000.0,1514782800000.0,,,,,Utility Small Steam Meter NMRate,kWh,,16,270.84,Electric Consumption,178,14,dc1964f8a5b18bd297904cafc95aa9b5,nyserda+0000080880+meter-steam+Utility Small Steam Meter NMRate,,22685
285,230441,394,1546317900000.0,1514782800000.0,,,,,Utility Small Steam Meter NMRatePk_L,kWh,,16,null,Electric Consumption,178,14,76553f435ce71d9b9dd44ec47553eb28,nyserda+0000080880+meter-steam+Utility Small Steam Meter NMRatePk_L,,22685
286,230442,394,1546317900000.0,1514782800000.0,,,,,Utility Small Steam Meter NMRatePk_M,kWh,,16,null,Electric Consumption,178,14,139f5ccecce77a88761e670a41d84ef9,nyserda+0000080880+meter-steam+Utility Small Steam Meter NMRatePk_M,,22685
287,230443,394,1546317900000.0,1514782800000.0,,,,,Utility Small Steam Meter NMRatePk_T,kWh,,16,null,Electric Consumption,178,14,9ad26e01420f0302d9b5ca276b464b32,nyserda+0000080880+meter-steam+Utility Small Steam Meter NMRatePk_T,,22685
288,230444,394,1546317900000.0,1514782800000.0,,,,,Utility Small Steam Meter NMRatePk_Y,kWh,,16,null,Electric Consumption,178,14,7199f4b19a5b375fb58a2ef7dd3708b2,nyserda+0000080880+meter-steam+Utility Small Steam Meter NMRatePk_Y,,22685
289,230445,394,1546317900000.0,1514782800000.0,,,,,Utility Steam Site Meter Steam Consumption,kWh,,16,9524756,Electric Consumption,178,14,460de001177a796458be03c1d4656d90,nyserda+0000080880+meter-steam+Utility Steam Site Meter Steam Consumption,,22685
290,268297,420,1546319100000.0,1522554900000.0,,,,,MSKCC Electric Meter 1 BAIC_BM_CONED_EMTR1,kWh,,16,2635648.0,Electric Consumption,178,14,09886b27a92e1b49ba71af549b8f2914,nyserda+0000087261+meter1-electric+MSKCC Electric Meter 1 BAIC_BM_CONED_EMTR1,,26012
291,268298,420,1546319100000.0,1522554900000.0,,,,,MSKCC Steam Meter 1 BAIC_BM_CONED_SMTR1,kWh,,16,8534940.0,Electric Consumption,178,14,2f3244cd6b4ef0305d9027b7bfacb7ee,nyserda+0000087261+meter1-steam+MSKCC Steam Meter 1 BAIC_BM_CONED_SMTR1,,26013
292,268299,420,1546319100000.0,1522554900000.0,,,,,MSKCC Electric Meter 2 BAIC_BM_CONED_EMTR2,kWh,,16,2730434.0,Electric Consumption,178,14,6e7a85c2aa05312186cfd1fb4094e80d,nyserda+0000087261+meter2-electric+MSKCC Electric Meter 2 BAIC_BM_CONED_EMTR2,,26014
293,268300,420,1546319100000.0,1522554900000.0,,,,,MSKCC Steam Meter 2 BAIC_BM_CONED_SMTR2,kWh,,16,433950.0,Electric Consumption,178,14,7b60e519301e695d12f0bf580f476e02,nyserda+0000087261+meter2-steam+MSKCC Steam Meter 2 BAIC_BM_CONED_SMTR2,,26015
294,280350,423,1606797900000.0,1577854800000.0,,,,M.E.R. Meter Electric kWh Total,,kWh,kwh,16,46,Electric Consumption,178,14,6bfb5717b9bc35adadd08c07e8abf1fd,nyserda+124540+elecMeterLoad-site+M.E.R. Meter Electric kWh Total,,26726
295,283456,426,1606797900000.0,1512104400000.0,,,,480 W 42nd St - Signature Theatre Circuit1 Demand_1,,kWh,kwh,16,3.89,Electric Consumption,178,14,4eaa0e3a2bc5043a1ebdf1e50c8aac50,nyserda+000076513+meter1-site+480 W 42nd St - Signature Theatre Circuit1 Demand_1,,26964
296,283457,426,1606795200000.0,1512104400000.0,,,,480 W 42nd St - Signature Theatre Circuit1 EconsumpH_1,,kWh,kwh,16,710978.75,Electric Consumption,178,14,c0299e0bfad992e909df556e2df558db,nyserda+000076513+meter1-site+480 W 42nd St - Signature Theatre Circuit1 EconsumpH_1,,26964
297,283458,426,1606795200000.0,1512104400000.0,,,,480 W 42nd St - Signature Theatre Circuit1 EConsumpL_1,,kWh,kwh,16,710978.75,Electric Consumption,178,14,9a6bb031bca89fa472cfa8f246e4ecd8,nyserda+000076513+meter1-site+480 W 42nd St - Signature Theatre Circuit1 EConsumpL_1,,26964
298,283481,426,1606797900000.0,1512104400000.0,,,,480 W 42nd St - Signature Theatre Circuit2 Demand_2,,kWh,kwh,16,28.03,Electric Consumption,178,14,95cd4395a119e7298080c27b0731f9fa,nyserda+000076513+meter2-site+480 W 42nd St - Signature Theatre Circuit2 Demand_2,,26965
299,283482,426,1606795200000.0,1512104400000.0,,,,480 W 42nd St - Signature Theatre Circuit2 EconsumpH_2,,kWh,kwh,16,3771630.5,Electric Consumption,178,14,d3aa04b66bbc8fdf615a4dbeccd84e14,nyserda+000076513+meter2-site+480 W 42nd St - Signature Theatre Circuit2 EconsumpH_2,,26965
300,283483,426,1606795200000.0,1512104400000.0,,,,480 W 42nd St - Signature Theatre Circuit2 EConsumpL_2,,kWh,kwh,16,3771630.5,Electric Consumption,178,14,b1f8f5f8d558a66b124171e6dca7d550,nyserda+000076513+meter2-site+480 W 42nd St - Signature Theatre Circuit2 EConsumpL_2,,26965
301,283506,426,1606797900000.0,1512104400000.0,,,,480 W 42nd St - Signature Theatre Circuit3 Demand_3,,kWh,kwh,16,0.43,Electric Consumption,178,14,ba7bd91decc47d90656671fac548f4e2,nyserda+000076513+meter3-site+480 W 42nd St - Signature Theatre Circuit3 Demand_3,,26966
302,283507,426,1606795200000.0,1512104400000.0,,,,480 W 42nd St - Signature Theatre Circuit3 EconsumpH_3,,kWh,kwh,16,100708728.0,Electric Consumption,178,14,3ef2847adc358c6553e013b2c02baf5c,nyserda+000076513+meter3-site+480 W 42nd St - Signature Theatre Circuit3 EconsumpH_3,,26966
303,283508,426,1606795200000.0,1512104400000.0,,,,480 W 42nd St - Signature Theatre Circuit3 EConsumpL_3,,kWh,kwh,16,100708728.0,Electric Consumption,178,14,6f59f3e02af6defa5fab3f3fba8de85e,nyserda+000076513+meter3-site+480 W 42nd St - Signature Theatre Circuit3 EConsumpL_3,,26966
304,283531,426,1606797900000.0,1512104400000.0,,,,480 W 42nd St - Signature Theatre Circuit4 Demand_4,,kWh,kwh,16,13.52,Electric Consumption,178,14,b5e8e84aa1118208003bf3f9c4a4663e,nyserda+000076513+meter4-site+480 W 42nd St - Signature Theatre Circuit4 Demand_4,,26967
305,283532,426,1606795200000.0,1512104400000.0,,,,480 W 42nd St - Signature Theatre Circuit4 EconsumpH_4,,kWh,kwh,16,35017476.0,Electric Consumption,178,14,623b914a48aacb5f8633eef2aa77bd5c,nyserda+000076513+meter4-site+480 W 42nd St - Signature Theatre Circuit4 EconsumpH_4,,26967
306,283533,426,1606795200000.0,1512104400000.0,,,,480 W 42nd St - Signature Theatre Circuit4 EConsumpL_4,,kWh,kwh,16,35017476.0,Electric Consumption,178,14,648cf839759dfcebd6dc26120f9aa6ab,nyserda+000076513+meter4-site+480 W 42nd St - Signature Theatre Circuit4 EConsumpL_4,,26967
307,283556,426,1606797900000.0,1512104400000.0,,,,480 W 42nd St - Signature Theatre Circuit5 Demand_5,,kWh,kwh,16,14.27,Electric Consumption,178,14,275c7a9cd1d9d9c0f22c6e7764f7afcc,nyserda+000076513+meter5-site+480 W 42nd St - Signature Theatre Circuit5 Demand_5,,26968
308,283557,426,1606795200000.0,1512104400000.0,,,,480 W 42nd St - Signature Theatre Circuit5 EconsumpH_5,,kWh,kwh,16,2203013.25,Electric Consumption,178,14,e3d9060513813289d2e1664acbb18815,nyserda+000076513+meter5-site+480 W 42nd St - Signature Theatre Circuit5 EconsumpH_5,,26968
309,283558,426,1606795200000.0,1512104400000.0,,,,480 W 42nd St - Signature Theatre Circuit5 EConsumpL_5,,kWh,kwh,16,2203013.25,Electric Consumption,178,14,a58a5e2710b729f1871e07bee1d99142,nyserda+000076513+meter5-site+480 W 42nd St - Signature Theatre Circuit5 EConsumpL_5,,26968
310,283581,426,1606797900000.0,1512104400000.0,,,,480 W 42nd St - Signature Theatre Circuit6 Demand_6,,kWh,kwh,16,14.1,Electric Consumption,178,14,e9428a22b19fe12d93d0b1afb05cdc9e,nyserda+000076513+meter6-site+480 W 42nd St - Signature Theatre Circuit6 Demand_6,,26969
311,283582,426,1606795200000.0,1512104400000.0,,,,480 W 42nd St - Signature Theatre Circuit6 EconsumpH_6,,kWh,kwh,16,138045424.0,Electric Consumption,178,14,8a98ebe23c8db1769fa013a8b27add55,nyserda+000076513+meter6-site+480 W 42nd St - Signature Theatre Circuit6 EconsumpH_6,,26969
312,283583,426,1606795200000.0,1512104400000.0,,,,480 W 42nd St - Signature Theatre Circuit6 EConsumpL_6,,kWh,kwh,16,138045424.0,Electric Consumption,178,14,0191c7ec15395b21dfc19ab2da82582e,nyserda+000076513+meter6-site+480 W 42nd St - Signature Theatre Circuit6 EConsumpL_6,,26969
313,283601,426,1606795200000.0,1512244800000.0,,,,480 W 42nd St - Signature Theatre Main KWh_Net,,kWh,kwh,16,1044883.88,Electric Consumption,178,14,55aca19aa9fc1377d7ae5b8f0e1a8df7,nyserda+000076513+Site-Sensor+480 W 42nd St - Signature Theatre Main KWh_Net,,26970
314,284315,127,1601523900000.0,1593576000000.0,,,,Electric Meter Room Meter - Electric Exhaust Exhaust Fans kWh,,kWh,kwh,16,0,Electric Consumption,178,14,2899a57f3a6b86c63ebb76158d35877d,nyserda+0000089089+meter-electric+Electric Meter Room Meter - Electric Exhaust Exhaust Fans kWh,,17867
315,284316,127,1601523900000.0,1593576000000.0,,,,Electric Meter Room Meter - Electric Main Electric Meter kWh,,kWh,kwh,16,10,Electric Consumption,178,14,d8308a48e7b85c2cab65f8f1abbe74ac,nyserda+0000089089+meter-electric+Electric Meter Room Meter - Electric Main Electric Meter kWh,,17867
316,284318,127,1609476300000.0,1601524800000.0,,,,Selfhelp K2 Meter - Electric Exhaust Exhaust Fans kWh,,kWh,kwh,16,0,Electric Consumption,178,14,1d5f3f06b7dd0072fa0fe40db9b4fff0,nyserda+0000089089+meter-electric+Selfhelp K2 Meter - Electric Exhaust Exhaust Fans kWh,,17867
317,284319,127,1609476300000.0,1601524800000.0,,,,Selfhelp K2 Meter - Electric Main Electric Meter kWh,,kWh,kwh,16,15,Electric Consumption,178,14,1cd4a42a3a4209113cbf3ba728a71f00,nyserda+0000089089+meter-electric+Selfhelp K2 Meter - Electric Main Electric Meter kWh,,17867
318,306123,434,1609476300000.0,1582828200000.0,,,,333 Lenox Road Cellar Electric Meter Room Meter Electric kWh Total,,kWh,kwh,16,0,Electric Consumption,178,14,c3cc69f1c679a433bbca46a6acc8e0ca,nyserda+0000129666+elecMeterLoad-site+333 Lenox Road Cellar Electric Meter Room Meter Electric kWh Total,,28498
319,308588,438,1604116800000.0,1588388400000.0,,,,AOLTW.FPMETER-001.BM-010,,kWh,kwh,16,0.0,Electric Consumption,178,14,e7e13c0b3e622f972cb31e3242c00c70,nyserda+0000116350+elecMeterLoad-001_BM-010+AOLTW.FPMETER-001.BM-010,,28656
320,308589,438,1604116800000.0,1588388400000.0,,,,AOLTW.FPMETER-001.WM-027,,kWh,kwh,16,5500.0,Electric Consumption,178,14,13a9a1c07c1aa0124409391e32a7cb9e,nyserda+0000116350+elecMeterLoad-001_WM-027+AOLTW.FPMETER-001.WM-027,,28657
321,308590,438,1604116800000.0,1588388400000.0,,,,AOLTW.FPMETER-001.WM-081,,kWh,kwh,16,190.0,Electric Consumption,178,14,c75f18c00f4f859ae3a1567777b62d3a,nyserda+0000116350+elecMeterLoad-001_WM-081+AOLTW.FPMETER-001.WM-081,,28658
322,308591,438,1604116800000.0,1588388400000.0,,,,AOLTW.FPMETER-001.WM-082,,kWh,kwh,16,220.0,Electric Consumption,178,14,0ea7df79fdb0f3d98a8cb03a5e4cd71c,nyserda+0000116350+elecMeterLoad-001_WM-082+AOLTW.FPMETER-001.WM-082,,28659
323,308592,438,1604116800000.0,1588388400000.0,,,,AOLTW.FPMETER-003.WM-002,,kWh,kwh,16,0.0,Electric Consumption,178,14,eb98add1353772487367686cca02f0d2,nyserda+0000116350+elecMeterLoad-003_WM-002+AOLTW.FPMETER-003.WM-002,,28660
324,308593,438,1604116800000.0,1588388400000.0,,,,AOLTW.FPMETER-004.BM-008,,kWh,kwh,16,0.0,Electric Consumption,178,14,408310a3fd1309662f16cf361ae2139c,nyserda+0000116350+elecMeterLoad-004_BM-008+AOLTW.FPMETER-004.BM-008,,28661
325,308594,438,1604116800000.0,1588388400000.0,,,,AOLTW.FPMETER-004.SM-02A,,kWh,kwh,16,0.0,Electric Consumption,178,14,46ac5cdb2790ec61032b6d2d619be869,nyserda+0000116350+elecMeterLoad-004_SM-02A+AOLTW.FPMETER-004.SM-02A,,28662
326,308595,438,1604116800000.0,1588388400000.0,,,,AOLTW.FPMETER-004.SM-05A,,kWh,kwh,16,15200.0,Electric Consumption,178,14,3b440079d53c547e01cda88632dfaa56,nyserda+0000116350+elecMeterLoad-004_SM-05A+AOLTW.FPMETER-004.SM-05A,,28663
327,308596,438,1604116800000.0,1588388400000.0,,,,AOLTW.FPMETER-004.SM-05B,,kWh,kwh,16,0.0,Electric Consumption,178,14,95ca87be635985ee217e5e3f3b7b0e6a,nyserda+0000116350+elecMeterLoad-004_SM-05B+AOLTW.FPMETER-004.SM-05B,,28664
328,308597,438,1604116800000.0,1588388400000.0,,,,AOLTW.FPMETER-004.SM-05D,,kWh,kwh,16,100.0,Electric Consumption,178,14,74e53eb61992a53aea6e448ef0dc05d0,nyserda+0000116350+elecMeterLoad-004_SM-05D+AOLTW.FPMETER-004.SM-05D,,28665
329,308598,438,1604116800000.0,1588388400000.0,,,,AOLTW.FPMETER-004.SM-05E,,kWh,kwh,16,400.0,Electric Consumption,178,14,caf7d196264f8934c1e6c15b471e3a28,nyserda+0000116350+elecMeterLoad-004_SM-05E+AOLTW.FPMETER-004.SM-05E,,28666
